Date,Year,Quarter,Month,MonthName,MonthYear,Day,Weekday,IsWeekend
2013-02-08,2013,2013Q1,2,February,Feb 2013,8,Friday,False
2013-02-09,2013,2013Q1,2,February,Feb 2013,9,Saturday,True
2013-02-10,2013,2013Q1,2,February,Feb 2013,10,Sunday,True
2013-02-11,2013,2013Q1,2,February,Feb 2013,11,Monday,False
2013-02-12,2013,2013Q1,2,February,Feb 2013,12,Tuesday,False
2013-02-13,2013,2013Q1,2,February,Feb 2013,13,Wednesday,False
2013-02-14,2013,2013Q1,2,February,Feb 2013,14,Thursday,False
2013-02-15,2013,2013Q1,2,February,Feb 2013,15,Friday,False
2013-02-16,2013,2013Q1,2,February,Feb 2013,16,Saturday,True
2013-02-17,2013,2013Q1,2,February,Feb 2013,17,Sunday,True
2013-02-18,2013,2013Q1,2,February,Feb 2013,18,Monday,False
2013-02-19,2013,2013Q1,2,February,Feb 2013,19,Tuesday,False
2013-02-20,2013,2013Q1,2,February,Feb 2013,20,Wednesday,False
2013-02-21,2013,2013Q1,2,February,Feb 2013,21,Thursday,False
2013-02-22,2013,2013Q1,2,February,Feb 2013,22,Friday,False
2013-02-23,2013,2013Q1,2,February,Feb 2013,23,Saturday,True
2013-02-24,2013,2013Q1,2,February,Feb 2013,24,Sunday,True
2013-02-25,2013,2013Q1,2,February,Feb 2013,25,Monday,False
2013-02-26,2013,2013Q1,2,February,Feb 2013,26,Tuesday,False
2013-02-27,2013,2013Q1,2,February,Feb 2013,27,Wednesday,False
2013-02-28,2013,2013Q1,2,February,Feb 2013,28,Thursday,False
2013-03-01,2013,2013Q1,3,March,Mar 2013,1,Friday,False
2013-03-02,2013,2013Q1,3,March,Mar 2013,2,Saturday,True
2013-03-03,2013,2013Q1,3,March,Mar 2013,3,Sunday,True
2013-03-04,2013,2013Q1,3,March,Mar 2013,4,Monday,False
2013-03-05,2013,2013Q1,3,March,Mar 2013,5,Tuesday,False
2013-03-06,2013,2013Q1,3,March,Mar 2013,6,Wednesday,False
2013-03-07,2013,2013Q1,3,March,Mar 2013,7,Thursday,False
2013-03-08,2013,2013Q1,3,March,Mar 2013,8,Friday,False
2013-03-09,2013,2013Q1,3,March,Mar 2013,9,Saturday,True
2013-03-10,2013,2013Q1,3,March,Mar 2013,10,Sunday,True
2013-03-11,2013,2013Q1,3,March,Mar 2013,11,Monday,False
2013-03-12,2013,2013Q1,3,March,Mar 2013,12,Tuesday,False
2013-03-13,2013,2013Q1,3,March,Mar 2013,13,Wednesday,False
2013-03-14,2013,2013Q1,3,March,Mar 2013,14,Thursday,False
2013-03-15,2013,2013Q1,3,March,Mar 2013,15,Friday,False
2013-03-16,2013,2013Q1,3,March,Mar 2013,16,Saturday,True
2013-03-17,2013,2013Q1,3,March,Mar 2013,17,Sunday,True
2013-03-18,2013,2013Q1,3,March,Mar 2013,18,Monday,False
2013-03-19,2013,2013Q1,3,March,Mar 2013,19,Tuesday,False
2013-03-20,2013,2013Q1,3,March,Mar 2013,20,Wednesday,False
2013-03-21,2013,2013Q1,3,March,Mar 2013,21,Thursday,False
2013-03-22,2013,2013Q1,3,March,Mar 2013,22,Friday,False
2013-03-23,2013,2013Q1,3,March,Mar 2013,23,Saturday,True
2013-03-24,2013,2013Q1,3,March,Mar 2013,24,Sunday,True
2013-03-25,2013,2013Q1,3,March,Mar 2013,25,Monday,False
2013-03-26,2013,2013Q1,3,March,Mar 2013,26,Tuesday,False
2013-03-27,2013,2013Q1,3,March,Mar 2013,27,Wednesday,False
2013-03-28,2013,2013Q1,3,March,Mar 2013,28,Thursday,False
2013-03-29,2013,2013Q1,3,March,Mar 2013,29,Friday,False
2013-03-30,2013,2013Q1,3,March,Mar 2013,30,Saturday,True
2013-03-31,2013,2013Q1,3,March,Mar 2013,31,Sunday,True
2013-04-01,2013,2013Q2,4,April,Apr 2013,1,Monday,False
2013-04-02,2013,2013Q2,4,April,Apr 2013,2,Tuesday,False
2013-04-03,2013,2013Q2,4,April,Apr 2013,3,Wednesday,False
2013-04-04,2013,2013Q2,4,April,Apr 2013,4,Thursday,False
2013-04-05,2013,2013Q2,4,April,Apr 2013,5,Friday,False
2013-04-06,2013,2013Q2,4,April,Apr 2013,6,Saturday,True
2013-04-07,2013,2013Q2,4,April,Apr 2013,7,Sunday,True
2013-04-08,2013,2013Q2,4,April,Apr 2013,8,Monday,False
2013-04-09,2013,2013Q2,4,April,Apr 2013,9,Tuesday,False
2013-04-10,2013,2013Q2,4,April,Apr 2013,10,Wednesday,False
2013-04-11,2013,2013Q2,4,April,Apr 2013,11,Thursday,False
2013-04-12,2013,2013Q2,4,April,Apr 2013,12,Friday,False
2013-04-13,2013,2013Q2,4,April,Apr 2013,13,Saturday,True
2013-04-14,2013,2013Q2,4,April,Apr 2013,14,Sunday,True
2013-04-15,2013,2013Q2,4,April,Apr 2013,15,Monday,False
2013-04-16,2013,2013Q2,4,April,Apr 2013,16,Tuesday,False
2013-04-17,2013,2013Q2,4,April,Apr 2013,17,Wednesday,False
2013-04-18,2013,2013Q2,4,April,Apr 2013,18,Thursday,False
2013-04-19,2013,2013Q2,4,April,Apr 2013,19,Friday,False
2013-04-20,2013,2013Q2,4,April,Apr 2013,20,Saturday,True
2013-04-21,2013,2013Q2,4,April,Apr 2013,21,Sunday,True
2013-04-22,2013,2013Q2,4,April,Apr 2013,22,Monday,False
2013-04-23,2013,2013Q2,4,April,Apr 2013,23,Tuesday,False
2013-04-24,2013,2013Q2,4,April,Apr 2013,24,Wednesday,False
2013-04-25,2013,2013Q2,4,April,Apr 2013,25,Thursday,False
2013-04-26,2013,2013Q2,4,April,Apr 2013,26,Friday,False
2013-04-27,2013,2013Q2,4,April,Apr 2013,27,Saturday,True
2013-04-28,2013,2013Q2,4,April,Apr 2013,28,Sunday,True
2013-04-29,2013,2013Q2,4,April,Apr 2013,29,Monday,False
2013-04-30,2013,2013Q2,4,April,Apr 2013,30,Tuesday,False
2013-05-01,2013,2013Q2,5,May,May 2013,1,Wednesday,False
2013-05-02,2013,2013Q2,5,May,May 2013,2,Thursday,False
2013-05-03,2013,2013Q2,5,May,May 2013,3,Friday,False
2013-05-04,2013,2013Q2,5,May,May 2013,4,Saturday,True
2013-05-05,2013,2013Q2,5,May,May 2013,5,Sunday,True
2013-05-06,2013,2013Q2,5,May,May 2013,6,Monday,False
2013-05-07,2013,2013Q2,5,May,May 2013,7,Tuesday,False
2013-05-08,2013,2013Q2,5,May,May 2013,8,Wednesday,False
2013-05-09,2013,2013Q2,5,May,May 2013,9,Thursday,False
2013-05-10,2013,2013Q2,5,May,May 2013,10,Friday,False
2013-05-11,2013,2013Q2,5,May,May 2013,11,Saturday,True
2013-05-12,2013,2013Q2,5,May,May 2013,12,Sunday,True
2013-05-13,2013,2013Q2,5,May,May 2013,13,Monday,False
2013-05-14,2013,2013Q2,5,May,May 2013,14,Tuesday,False
2013-05-15,2013,2013Q2,5,May,May 2013,15,Wednesday,False
2013-05-16,2013,2013Q2,5,May,May 2013,16,Thursday,False
2013-05-17,2013,2013Q2,5,May,May 2013,17,Friday,False
2013-05-18,2013,2013Q2,5,May,May 2013,18,Saturday,True
2013-05-19,2013,2013Q2,5,May,May 2013,19,Sunday,True
2013-05-20,2013,2013Q2,5,May,May 2013,20,Monday,False
2013-05-21,2013,2013Q2,5,May,May 2013,21,Tuesday,False
2013-05-22,2013,2013Q2,5,May,May 2013,22,Wednesday,False
2013-05-23,2013,2013Q2,5,May,May 2013,23,Thursday,False
2013-05-24,2013,2013Q2,5,May,May 2013,24,Friday,False
2013-05-25,2013,2013Q2,5,May,May 2013,25,Saturday,True
2013-05-26,2013,2013Q2,5,May,May 2013,26,Sunday,True
2013-05-27,2013,2013Q2,5,May,May 2013,27,Monday,False
2013-05-28,2013,2013Q2,5,May,May 2013,28,Tuesday,False
2013-05-29,2013,2013Q2,5,May,May 2013,29,Wednesday,False
2013-05-30,2013,2013Q2,5,May,May 2013,30,Thursday,False
2013-05-31,2013,2013Q2,5,May,May 2013,31,Friday,False
2013-06-01,2013,2013Q2,6,June,Jun 2013,1,Saturday,True
2013-06-02,2013,2013Q2,6,June,Jun 2013,2,Sunday,True
2013-06-03,2013,2013Q2,6,June,Jun 2013,3,Monday,False
2013-06-04,2013,2013Q2,6,June,Jun 2013,4,Tuesday,False
2013-06-05,2013,2013Q2,6,June,Jun 2013,5,Wednesday,False
2013-06-06,2013,2013Q2,6,June,Jun 2013,6,Thursday,False
2013-06-07,2013,2013Q2,6,June,Jun 2013,7,Friday,False
2013-06-08,2013,2013Q2,6,June,Jun 2013,8,Saturday,True
2013-06-09,2013,2013Q2,6,June,Jun 2013,9,Sunday,True
2013-06-10,2013,2013Q2,6,June,Jun 2013,10,Monday,False
2013-06-11,2013,2013Q2,6,June,Jun 2013,11,Tuesday,False
2013-06-12,2013,2013Q2,6,June,Jun 2013,12,Wednesday,False
2013-06-13,2013,2013Q2,6,June,Jun 2013,13,Thursday,False
2013-06-14,2013,2013Q2,6,June,Jun 2013,14,Friday,False
2013-06-15,2013,2013Q2,6,June,Jun 2013,15,Saturday,True
2013-06-16,2013,2013Q2,6,June,Jun 2013,16,Sunday,True
2013-06-17,2013,2013Q2,6,June,Jun 2013,17,Monday,False
2013-06-18,2013,2013Q2,6,June,Jun 2013,18,Tuesday,False
2013-06-19,2013,2013Q2,6,June,Jun 2013,19,Wednesday,False
2013-06-20,2013,2013Q2,6,June,Jun 2013,20,Thursday,False
2013-06-21,2013,2013Q2,6,June,Jun 2013,21,Friday,False
2013-06-22,2013,2013Q2,6,June,Jun 2013,22,Saturday,True
2013-06-23,2013,2013Q2,6,June,Jun 2013,23,Sunday,True
2013-06-24,2013,2013Q2,6,June,Jun 2013,24,Monday,False
2013-06-25,2013,2013Q2,6,June,Jun 2013,25,Tuesday,False
2013-06-26,2013,2013Q2,6,June,Jun 2013,26,Wednesday,False
2013-06-27,2013,2013Q2,6,June,Jun 2013,27,Thursday,False
2013-06-28,2013,2013Q2,6,June,Jun 2013,28,Friday,False
2013-06-29,2013,2013Q2,6,June,Jun 2013,29,Saturday,True
2013-06-30,2013,2013Q2,6,June,Jun 2013,30,Sunday,True
2013-07-01,2013,2013Q3,7,July,Jul 2013,1,Monday,False
2013-07-02,2013,2013Q3,7,July,Jul 2013,2,Tuesday,False
2013-07-03,2013,2013Q3,7,July,Jul 2013,3,Wednesday,False
2013-07-04,2013,2013Q3,7,July,Jul 2013,4,Thursday,False
2013-07-05,2013,2013Q3,7,July,Jul 2013,5,Friday,False
2013-07-06,2013,2013Q3,7,July,Jul 2013,6,Saturday,True
2013-07-07,2013,2013Q3,7,July,Jul 2013,7,Sunday,True
2013-07-08,2013,2013Q3,7,July,Jul 2013,8,Monday,False
2013-07-09,2013,2013Q3,7,July,Jul 2013,9,Tuesday,False
2013-07-10,2013,2013Q3,7,July,Jul 2013,10,Wednesday,False
2013-07-11,2013,2013Q3,7,July,Jul 2013,11,Thursday,False
2013-07-12,2013,2013Q3,7,July,Jul 2013,12,Friday,False
2013-07-13,2013,2013Q3,7,July,Jul 2013,13,Saturday,True
2013-07-14,2013,2013Q3,7,July,Jul 2013,14,Sunday,True
2013-07-15,2013,2013Q3,7,July,Jul 2013,15,Monday,False
2013-07-16,2013,2013Q3,7,July,Jul 2013,16,Tuesday,False
2013-07-17,2013,2013Q3,7,July,Jul 2013,17,Wednesday,False
2013-07-18,2013,2013Q3,7,July,Jul 2013,18,Thursday,False
2013-07-19,2013,2013Q3,7,July,Jul 2013,19,Friday,False
2013-07-20,2013,2013Q3,7,July,Jul 2013,20,Saturday,True
2013-07-21,2013,2013Q3,7,July,Jul 2013,21,Sunday,True
2013-07-22,2013,2013Q3,7,July,Jul 2013,22,Monday,False
2013-07-23,2013,2013Q3,7,July,Jul 2013,23,Tuesday,False
2013-07-24,2013,2013Q3,7,July,Jul 2013,24,Wednesday,False
2013-07-25,2013,2013Q3,7,July,Jul 2013,25,Thursday,False
2013-07-26,2013,2013Q3,7,July,Jul 2013,26,Friday,False
2013-07-27,2013,2013Q3,7,July,Jul 2013,27,Saturday,True
2013-07-28,2013,2013Q3,7,July,Jul 2013,28,Sunday,True
2013-07-29,2013,2013Q3,7,July,Jul 2013,29,Monday,False
2013-07-30,2013,2013Q3,7,July,Jul 2013,30,Tuesday,False
2013-07-31,2013,2013Q3,7,July,Jul 2013,31,Wednesday,False
2013-08-01,2013,2013Q3,8,August,Aug 2013,1,Thursday,False
2013-08-02,2013,2013Q3,8,August,Aug 2013,2,Friday,False
2013-08-03,2013,2013Q3,8,August,Aug 2013,3,Saturday,True
2013-08-04,2013,2013Q3,8,August,Aug 2013,4,Sunday,True
2013-08-05,2013,2013Q3,8,August,Aug 2013,5,Monday,False
2013-08-06,2013,2013Q3,8,August,Aug 2013,6,Tuesday,False
2013-08-07,2013,2013Q3,8,August,Aug 2013,7,Wednesday,False
2013-08-08,2013,2013Q3,8,August,Aug 2013,8,Thursday,False
2013-08-09,2013,2013Q3,8,August,Aug 2013,9,Friday,False
2013-08-10,2013,2013Q3,8,August,Aug 2013,10,Saturday,True
2013-08-11,2013,2013Q3,8,August,Aug 2013,11,Sunday,True
2013-08-12,2013,2013Q3,8,August,Aug 2013,12,Monday,False
2013-08-13,2013,2013Q3,8,August,Aug 2013,13,Tuesday,False
2013-08-14,2013,2013Q3,8,August,Aug 2013,14,Wednesday,False
2013-08-15,2013,2013Q3,8,August,Aug 2013,15,Thursday,False
2013-08-16,2013,2013Q3,8,August,Aug 2013,16,Friday,False
2013-08-17,2013,2013Q3,8,August,Aug 2013,17,Saturday,True
2013-08-18,2013,2013Q3,8,August,Aug 2013,18,Sunday,True
2013-08-19,2013,2013Q3,8,August,Aug 2013,19,Monday,False
2013-08-20,2013,2013Q3,8,August,Aug 2013,20,Tuesday,False
2013-08-21,2013,2013Q3,8,August,Aug 2013,21,Wednesday,False
2013-08-22,2013,2013Q3,8,August,Aug 2013,22,Thursday,False
2013-08-23,2013,2013Q3,8,August,Aug 2013,23,Friday,False
2013-08-24,2013,2013Q3,8,August,Aug 2013,24,Saturday,True
2013-08-25,2013,2013Q3,8,August,Aug 2013,25,Sunday,True
2013-08-26,2013,2013Q3,8,August,Aug 2013,26,Monday,False
2013-08-27,2013,2013Q3,8,August,Aug 2013,27,Tuesday,False
2013-08-28,2013,2013Q3,8,August,Aug 2013,28,Wednesday,False
2013-08-29,2013,2013Q3,8,August,Aug 2013,29,Thursday,False
2013-08-30,2013,2013Q3,8,August,Aug 2013,30,Friday,False
2013-08-31,2013,2013Q3,8,August,Aug 2013,31,Saturday,True
2013-09-01,2013,2013Q3,9,September,Sep 2013,1,Sunday,True
2013-09-02,2013,2013Q3,9,September,Sep 2013,2,Monday,False
2013-09-03,2013,2013Q3,9,September,Sep 2013,3,Tuesday,False
2013-09-04,2013,2013Q3,9,September,Sep 2013,4,Wednesday,False
2013-09-05,2013,2013Q3,9,September,Sep 2013,5,Thursday,False
2013-09-06,2013,2013Q3,9,September,Sep 2013,6,Friday,False
2013-09-07,2013,2013Q3,9,September,Sep 2013,7,Saturday,True
2013-09-08,2013,2013Q3,9,September,Sep 2013,8,Sunday,True
2013-09-09,2013,2013Q3,9,September,Sep 2013,9,Monday,False
2013-09-10,2013,2013Q3,9,September,Sep 2013,10,Tuesday,False
2013-09-11,2013,2013Q3,9,September,Sep 2013,11,Wednesday,False
2013-09-12,2013,2013Q3,9,September,Sep 2013,12,Thursday,False
2013-09-13,2013,2013Q3,9,September,Sep 2013,13,Friday,False
2013-09-14,2013,2013Q3,9,September,Sep 2013,14,Saturday,True
2013-09-15,2013,2013Q3,9,September,Sep 2013,15,Sunday,True
2013-09-16,2013,2013Q3,9,September,Sep 2013,16,Monday,False
2013-09-17,2013,2013Q3,9,September,Sep 2013,17,Tuesday,False
2013-09-18,2013,2013Q3,9,September,Sep 2013,18,Wednesday,False
2013-09-19,2013,2013Q3,9,September,Sep 2013,19,Thursday,False
2013-09-20,2013,2013Q3,9,September,Sep 2013,20,Friday,False
2013-09-21,2013,2013Q3,9,September,Sep 2013,21,Saturday,True
2013-09-22,2013,2013Q3,9,September,Sep 2013,22,Sunday,True
2013-09-23,2013,2013Q3,9,September,Sep 2013,23,Monday,False
2013-09-24,2013,2013Q3,9,September,Sep 2013,24,Tuesday,False
2013-09-25,2013,2013Q3,9,September,Sep 2013,25,Wednesday,False
2013-09-26,2013,2013Q3,9,September,Sep 2013,26,Thursday,False
2013-09-27,2013,2013Q3,9,September,Sep 2013,27,Friday,False
2013-09-28,2013,2013Q3,9,September,Sep 2013,28,Saturday,True
2013-09-29,2013,2013Q3,9,September,Sep 2013,29,Sunday,True
2013-09-30,2013,2013Q3,9,September,Sep 2013,30,Monday,False
2013-10-01,2013,2013Q4,10,October,Oct 2013,1,Tuesday,False
2013-10-02,2013,2013Q4,10,October,Oct 2013,2,Wednesday,False
2013-10-03,2013,2013Q4,10,October,Oct 2013,3,Thursday,False
2013-10-04,2013,2013Q4,10,October,Oct 2013,4,Friday,False
2013-10-05,2013,2013Q4,10,October,Oct 2013,5,Saturday,True
2013-10-06,2013,2013Q4,10,October,Oct 2013,6,Sunday,True
2013-10-07,2013,2013Q4,10,October,Oct 2013,7,Monday,False
2013-10-08,2013,2013Q4,10,October,Oct 2013,8,Tuesday,False
2013-10-09,2013,2013Q4,10,October,Oct 2013,9,Wednesday,False
2013-10-10,2013,2013Q4,10,October,Oct 2013,10,Thursday,False
2013-10-11,2013,2013Q4,10,October,Oct 2013,11,Friday,False
2013-10-12,2013,2013Q4,10,October,Oct 2013,12,Saturday,True
2013-10-13,2013,2013Q4,10,October,Oct 2013,13,Sunday,True
2013-10-14,2013,2013Q4,10,October,Oct 2013,14,Monday,False
2013-10-15,2013,2013Q4,10,October,Oct 2013,15,Tuesday,False
2013-10-16,2013,2013Q4,10,October,Oct 2013,16,Wednesday,False
2013-10-17,2013,2013Q4,10,October,Oct 2013,17,Thursday,False
2013-10-18,2013,2013Q4,10,October,Oct 2013,18,Friday,False
2013-10-19,2013,2013Q4,10,October,Oct 2013,19,Saturday,True
2013-10-20,2013,2013Q4,10,October,Oct 2013,20,Sunday,True
2013-10-21,2013,2013Q4,10,October,Oct 2013,21,Monday,False
2013-10-22,2013,2013Q4,10,October,Oct 2013,22,Tuesday,False
2013-10-23,2013,2013Q4,10,October,Oct 2013,23,Wednesday,False
2013-10-24,2013,2013Q4,10,October,Oct 2013,24,Thursday,False
2013-10-25,2013,2013Q4,10,October,Oct 2013,25,Friday,False
2013-10-26,2013,2013Q4,10,October,Oct 2013,26,Saturday,True
2013-10-27,2013,2013Q4,10,October,Oct 2013,27,Sunday,True
2013-10-28,2013,2013Q4,10,October,Oct 2013,28,Monday,False
2013-10-29,2013,2013Q4,10,October,Oct 2013,29,Tuesday,False
2013-10-30,2013,2013Q4,10,October,Oct 2013,30,Wednesday,False
2013-10-31,2013,2013Q4,10,October,Oct 2013,31,Thursday,False
2013-11-01,2013,2013Q4,11,November,Nov 2013,1,Friday,False
2013-11-02,2013,2013Q4,11,November,Nov 2013,2,Saturday,True
2013-11-03,2013,2013Q4,11,November,Nov 2013,3,Sunday,True
2013-11-04,2013,2013Q4,11,November,Nov 2013,4,Monday,False
2013-11-05,2013,2013Q4,11,November,Nov 2013,5,Tuesday,False
2013-11-06,2013,2013Q4,11,November,Nov 2013,6,Wednesday,False
2013-11-07,2013,2013Q4,11,November,Nov 2013,7,Thursday,False
2013-11-08,2013,2013Q4,11,November,Nov 2013,8,Friday,False
2013-11-09,2013,2013Q4,11,November,Nov 2013,9,Saturday,True
2013-11-10,2013,2013Q4,11,November,Nov 2013,10,Sunday,True
2013-11-11,2013,2013Q4,11,November,Nov 2013,11,Monday,False
2013-11-12,2013,2013Q4,11,November,Nov 2013,12,Tuesday,False
2013-11-13,2013,2013Q4,11,November,Nov 2013,13,Wednesday,False
2013-11-14,2013,2013Q4,11,November,Nov 2013,14,Thursday,False
2013-11-15,2013,2013Q4,11,November,Nov 2013,15,Friday,False
2013-11-16,2013,2013Q4,11,November,Nov 2013,16,Saturday,True
2013-11-17,2013,2013Q4,11,November,Nov 2013,17,Sunday,True
2013-11-18,2013,2013Q4,11,November,Nov 2013,18,Monday,False
2013-11-19,2013,2013Q4,11,November,Nov 2013,19,Tuesday,False
2013-11-20,2013,2013Q4,11,November,Nov 2013,20,Wednesday,False
2013-11-21,2013,2013Q4,11,November,Nov 2013,21,Thursday,False
2013-11-22,2013,2013Q4,11,November,Nov 2013,22,Friday,False
2013-11-23,2013,2013Q4,11,November,Nov 2013,23,Saturday,True
2013-11-24,2013,2013Q4,11,November,Nov 2013,24,Sunday,True
2013-11-25,2013,2013Q4,11,November,Nov 2013,25,Monday,False
2013-11-26,2013,2013Q4,11,November,Nov 2013,26,Tuesday,False
2013-11-27,2013,2013Q4,11,November,Nov 2013,27,Wednesday,False
2013-11-28,2013,2013Q4,11,November,Nov 2013,28,Thursday,False
2013-11-29,2013,2013Q4,11,November,Nov 2013,29,Friday,False
2013-11-30,2013,2013Q4,11,November,Nov 2013,30,Saturday,True
2013-12-01,2013,2013Q4,12,December,Dec 2013,1,Sunday,True
2013-12-02,2013,2013Q4,12,December,Dec 2013,2,Monday,False
2013-12-03,2013,2013Q4,12,December,Dec 2013,3,Tuesday,False
2013-12-04,2013,2013Q4,12,December,Dec 2013,4,Wednesday,False
2013-12-05,2013,2013Q4,12,December,Dec 2013,5,Thursday,False
2013-12-06,2013,2013Q4,12,December,Dec 2013,6,Friday,False
2013-12-07,2013,2013Q4,12,December,Dec 2013,7,Saturday,True
2013-12-08,2013,2013Q4,12,December,Dec 2013,8,Sunday,True
2013-12-09,2013,2013Q4,12,December,Dec 2013,9,Monday,False
2013-12-10,2013,2013Q4,12,December,Dec 2013,10,Tuesday,False
2013-12-11,2013,2013Q4,12,December,Dec 2013,11,Wednesday,False
2013-12-12,2013,2013Q4,12,December,Dec 2013,12,Thursday,False
2013-12-13,2013,2013Q4,12,December,Dec 2013,13,Friday,False
2013-12-14,2013,2013Q4,12,December,Dec 2013,14,Saturday,True
2013-12-15,2013,2013Q4,12,December,Dec 2013,15,Sunday,True
2013-12-16,2013,2013Q4,12,December,Dec 2013,16,Monday,False
2013-12-17,2013,2013Q4,12,December,Dec 2013,17,Tuesday,False
2013-12-18,2013,2013Q4,12,December,Dec 2013,18,Wednesday,False
2013-12-19,2013,2013Q4,12,December,Dec 2013,19,Thursday,False
2013-12-20,2013,2013Q4,12,December,Dec 2013,20,Friday,False
2013-12-21,2013,2013Q4,12,December,Dec 2013,21,Saturday,True
2013-12-22,2013,2013Q4,12,December,Dec 2013,22,Sunday,True
2013-12-23,2013,2013Q4,12,December,Dec 2013,23,Monday,False
2013-12-24,2013,2013Q4,12,December,Dec 2013,24,Tuesday,False
2013-12-25,2013,2013Q4,12,December,Dec 2013,25,Wednesday,False
2013-12-26,2013,2013Q4,12,December,Dec 2013,26,Thursday,False
2013-12-27,2013,2013Q4,12,December,Dec 2013,27,Friday,False
2013-12-28,2013,2013Q4,12,December,Dec 2013,28,Saturday,True
2013-12-29,2013,2013Q4,12,December,Dec 2013,29,Sunday,True
2013-12-30,2013,2013Q4,12,December,Dec 2013,30,Monday,False
2013-12-31,2013,2013Q4,12,December,Dec 2013,31,Tuesday,False
2014-01-01,2014,2014Q1,1,January,Jan 2014,1,Wednesday,False
2014-01-02,2014,2014Q1,1,January,Jan 2014,2,Thursday,False
2014-01-03,2014,2014Q1,1,January,Jan 2014,3,Friday,False
2014-01-04,2014,2014Q1,1,January,Jan 2014,4,Saturday,True
2014-01-05,2014,2014Q1,1,January,Jan 2014,5,Sunday,True
2014-01-06,2014,2014Q1,1,January,Jan 2014,6,Monday,False
2014-01-07,2014,2014Q1,1,January,Jan 2014,7,Tuesday,False
2014-01-08,2014,2014Q1,1,January,Jan 2014,8,Wednesday,False
2014-01-09,2014,2014Q1,1,January,Jan 2014,9,Thursday,False
2014-01-10,2014,2014Q1,1,January,Jan 2014,10,Friday,False
2014-01-11,2014,2014Q1,1,January,Jan 2014,11,Saturday,True
2014-01-12,2014,2014Q1,1,January,Jan 2014,12,Sunday,True
2014-01-13,2014,2014Q1,1,January,Jan 2014,13,Monday,False
2014-01-14,2014,2014Q1,1,January,Jan 2014,14,Tuesday,False
2014-01-15,2014,2014Q1,1,January,Jan 2014,15,Wednesday,False
2014-01-16,2014,2014Q1,1,January,Jan 2014,16,Thursday,False
2014-01-17,2014,2014Q1,1,January,Jan 2014,17,Friday,False
2014-01-18,2014,2014Q1,1,January,Jan 2014,18,Saturday,True
2014-01-19,2014,2014Q1,1,January,Jan 2014,19,Sunday,True
2014-01-20,2014,2014Q1,1,January,Jan 2014,20,Monday,False
2014-01-21,2014,2014Q1,1,January,Jan 2014,21,Tuesday,False
2014-01-22,2014,2014Q1,1,January,Jan 2014,22,Wednesday,False
2014-01-23,2014,2014Q1,1,January,Jan 2014,23,Thursday,False
2014-01-24,2014,2014Q1,1,January,Jan 2014,24,Friday,False
2014-01-25,2014,2014Q1,1,January,Jan 2014,25,Saturday,True
2014-01-26,2014,2014Q1,1,January,Jan 2014,26,Sunday,True
2014-01-27,2014,2014Q1,1,January,Jan 2014,27,Monday,False
2014-01-28,2014,2014Q1,1,January,Jan 2014,28,Tuesday,False
2014-01-29,2014,2014Q1,1,January,Jan 2014,29,Wednesday,False
2014-01-30,2014,2014Q1,1,January,Jan 2014,30,Thursday,False
2014-01-31,2014,2014Q1,1,January,Jan 2014,31,Friday,False
2014-02-01,2014,2014Q1,2,February,Feb 2014,1,Saturday,True
2014-02-02,2014,2014Q1,2,February,Feb 2014,2,Sunday,True
2014-02-03,2014,2014Q1,2,February,Feb 2014,3,Monday,False
2014-02-04,2014,2014Q1,2,February,Feb 2014,4,Tuesday,False
2014-02-05,2014,2014Q1,2,February,Feb 2014,5,Wednesday,False
2014-02-06,2014,2014Q1,2,February,Feb 2014,6,Thursday,False
2014-02-07,2014,2014Q1,2,February,Feb 2014,7,Friday,False
2014-02-08,2014,2014Q1,2,February,Feb 2014,8,Saturday,True
2014-02-09,2014,2014Q1,2,February,Feb 2014,9,Sunday,True
2014-02-10,2014,2014Q1,2,February,Feb 2014,10,Monday,False
2014-02-11,2014,2014Q1,2,February,Feb 2014,11,Tuesday,False
2014-02-12,2014,2014Q1,2,February,Feb 2014,12,Wednesday,False
2014-02-13,2014,2014Q1,2,February,Feb 2014,13,Thursday,False
2014-02-14,2014,2014Q1,2,February,Feb 2014,14,Friday,False
2014-02-15,2014,2014Q1,2,February,Feb 2014,15,Saturday,True
2014-02-16,2014,2014Q1,2,February,Feb 2014,16,Sunday,True
2014-02-17,2014,2014Q1,2,February,Feb 2014,17,Monday,False
2014-02-18,2014,2014Q1,2,February,Feb 2014,18,Tuesday,False
2014-02-19,2014,2014Q1,2,February,Feb 2014,19,Wednesday,False
2014-02-20,2014,2014Q1,2,February,Feb 2014,20,Thursday,False
2014-02-21,2014,2014Q1,2,February,Feb 2014,21,Friday,False
2014-02-22,2014,2014Q1,2,February,Feb 2014,22,Saturday,True
2014-02-23,2014,2014Q1,2,February,Feb 2014,23,Sunday,True
2014-02-24,2014,2014Q1,2,February,Feb 2014,24,Monday,False
2014-02-25,2014,2014Q1,2,February,Feb 2014,25,Tuesday,False
2014-02-26,2014,2014Q1,2,February,Feb 2014,26,Wednesday,False
2014-02-27,2014,2014Q1,2,February,Feb 2014,27,Thursday,False
2014-02-28,2014,2014Q1,2,February,Feb 2014,28,Friday,False
2014-03-01,2014,2014Q1,3,March,Mar 2014,1,Saturday,True
2014-03-02,2014,2014Q1,3,March,Mar 2014,2,Sunday,True
2014-03-03,2014,2014Q1,3,March,Mar 2014,3,Monday,False
